Authors.full.names,Title,Year,Source.title,Cited.by,DOI,Link,Abstract,Author.Keywords,Index.Keywords,Language.of.Original.Document,Source,Document.Type,doi_n
"Feng, Yuan; Nie, Changfei",re examining the effect of china s new energy demonstration cities construction policy on environmental pollution a perspective of pollutant emission intensity control,2022,Journal of Environmental Planning and Management,NA,10.1080/09640568.2022.2050685,NA,"The construction of new-energy demonstration cities (NEDC) is a typical energy policy recently implemented in China, which aims to accelerate energy transition. Using panel data for 269 Chinese cities during 2010-2017, this study examines the effect of the NEDC construction policy on environmental pollution under the difference-in-differences (DID) framework from the perspective of pollutant emission intensity control. The results show that China’s NEDC construction policy exerts a significant negative impact on environmental pollution, especially in the central and western cities, as well as the cities with a low level of economic development. However, the pollution reduction effect is unsustainable due to the lack of long-term policy planning. The mechanism analysis suggests that the NEDC construction policy mainly reduces environmental pollution through the scale effect, that is, reducing the scale and intensity of electricity consumption. The findings of this study provide beneficial inspiration for scientific implementation of energy policies in the future.",NA,NA,NA,Snowballing,journalArticle,10.1080/09640568.2022.2050685
"Yang, Ke",air pollution temperature and cognitive performance in the short run evidence from women s ability to recall dates,2016,NA,NA,NA,NA,"Cognitive performance is important to productivity across many fields and potentially correlated to air pollution and extreme temperatures. We study the effects of daily ambient air pollution and monthly temperature on women's ability of recalling dates across 42 developing countries from 1997 to 2009. We use an estimated natural air pollution data, and calculate the AQI to get an aggregate effect of air pollution. We find that one standard deviation increase in the AQI leads to a statistical decrease in women's probability to recall dates such as birthdays, marriage date or children's birthdays by 0.44 percentage point. Furthermore, there is a nonlinear effect of air pollution with a suggesting AQI threshold 150. We also find each degree day above 30°C increase the probability of women fail to recall children's birthdays by 0.17 percentage point. Moreover, by doing a sub-sample estimation, we find that air pollution and temperature particularly affect uneducated women.",NA,NA,NA,Snowballing,journalArticle,NA
"Gehrsitz, Markus",the effect of low emission zones on air pollution and infant health,2017,Journal of Environmental Economics and Management,NA,10.1016/j.jeem.2017.02.003,NA,"This paper investigates the effect of low emission zones on air quality and birth outcomes in Germany. The staggered introduction of the policy measure creates a credible natural experiment and a natural control group for births and air pollution measurements in cities that enact low emission zones. I show that the introduction of the most restrictive type of low emission zone decreases average levels of fine particulate matter by about 4 percent and by up to 8 percent at a city's highest-polluting monitor. Low emission zones also reduce the number of days per year on which legal pollution limits are exceeded by three. However, these reductions are too small to translate into substantial improvements in infant health. My results are not driven by changes in maternal or city specific characteristics, and are robust to variations in specification and to the choice of control group.",NA,NA,NA,Snowballing,journalArticle,10.1016/j.jeem.2017.02.003
"Halliday, Timothy J.; Lynham, John; de Paula, Aureo",vog using volcanic eruptions to estimate the health costs of particulates,2018,The Economic Journal,NA,10.1111/ecoj.12609,NA,"The negative consequences of long‐term exposure to particulate pollution are well established but a number of studies find no effect of short‐term exposure on health outcomes. The high correlation of industrial pollutants complicates the estimation of the impact of individual pollutants on health. In this study, we use emissions from Kīlauea volcano, which are uncorrelated with other pollution sources, to estimate the impact of pollutants on local emergency room admissions and a precise measure of costs. A one standard deviation increase in particulates leads to a 23–36% increase in expenditures on ER visits for pulmonary outcomes, mostly among the very young.",NA,NA,NA,Snowballing,journalArticle,10.1111/ecoj.12609
"Shi, Zhilei; Zhou, Xiaoqiang",air pollution during pregnancy damages the newborns health evidence from wuhan birth cohort studies,2025,China Economic Quarterly International,NA,10.1016/j.ceqi.2025.06.001,NA,"We examine the causal impact of air pollution during pregnancy on the early health of newborns using daily data from environmental monitoring stations in Wuhan and data from the Wuhan Birth Cohort Studies (WBCS). Results show that air pollution during pregnancy significantly damages the early health of newborns, and this effect intensifies continuously with the increase in air pollution levels. Compared with late pregnancy, air pollution has a greater impact on the newborn in early and mid-pregnancy. The air pollution during pregnancy has a greater impact on children born to women with low socioeconomic status and advanced age. Mechanism analysis suggests that air pollution increases the probability of perinatal complications and reduces the number of prenatal visits.",NA,NA,NA,Snowballing,journalArticle,10.1016/j.ceqi.2025.06.001
"Onwachukwu, Chinedu Increase; Yan, Kit-Ming Isabel; Tu, Kerui",the causal effect of trade liberalization on the environment,2021,Journal of Cleaner Production,NA,10.1016/j.jclepro.2021.128615,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jclepro.2021.128615
"Liu, Ziheng",co2 driven crop comparative advantage and planting decision evidence from us cropland,2025,Food Policy,NA,10.1016/j.foodpol.2024.102782,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.foodpol.2024.102782
"Sager, Lutz",estimating the effect of air pollution on road safety using atmospheric temperature inversions,2019,Journal of Environmental Economics and Management,NA,10.1016/j.jeem.2019.102250,NA,Abstract Does air quality influence road safety? We estimate the effect of increased air pollution on the number of road traffic accidents in the United Kingdom between 2009 and 2014. To address concerns of spurious correlation we exploit atmospheric temperature inversions as a source of plausibly exogenous variation in daily air pollution levels. We find an increase of 0.3–0.6% in the number of vehicles involved in accidents per day for each additional 1 μg/m3 of PM2.5. The finding suggests that less safe roads may present a large and previously overlooked cost of air pollution. The results are robust to a number of specifications and across various sub-samples.,NA,NA,NA,Snowballing,journalArticle,10.1016/j.jeem.2019.102250
"Agarwal, Sumit; Sing, Tien Foo; Yang, Yang",the impact of transboundary haze pollution on household utilities consumption,2020,Energy Economics,NA,10.1016/j.eneco.2019.104591,NA,NA,NA,NA,NA,Snowballing,journalArticle,10.1016/j.eneco.2019.104591
"Riddiough, Timothy J.",pension funds and private equity real estate history performance pathologies risks,2020,SSRN Electronic Journal,NA,10.2139/ssrn.3682113,NA,"I study the history and performance of commercial real estate (CRE) in the pension fund portfolio, showing how many plan sponsors fundamentally changed their approach to CRE investment once underfunding gaps began to emerge in the early and middle 2000s Several new empirical facts are presented, including pension fund share ownership estimates of private equity real estate (PERE) in excess of 50%, reconfirmation of underperformance of Value-add and Opportunity PERE funds, and the apparent existence of an illiquidity price premium paid by pension funds for the “volatility veil” that PERE fund investment provides Three types of concentration risks are identified, including high geographical ownership concentrations The risks that pension funds and their investment in PERE funds pose to economic and financial stability have been exacerbated by the negative aftershocks of the COVID-19 pandemic",NA,NA,NA,Snowballing,journalArticle,10.2139/ssrn.3682113
"He, Zizhao; Zhao, Yuhuan; Zheng, Lu",how does air pollution affect the stock market performance evidence from china,2023,Environmental science and pollution research international,NA,10.1007/s11356-023-27446-8,NA,"Given its broad impact on human society, air pollution could become a non-economic factor affecting the stock market. But the impact of air pollution on the stock market performance has not received enough attention. This study examines the influence and potential mechanism of air pollution on stock market performance based on the panel data of 1344 A-share listed firms in China covering the period 2013-2019. The result shows that air pollution can negatively affect stock market performance. Second, heterogeneity analysis creatively points out that firms with less analysts, smaller size, stated-owned ownership, polluting related industry are more vulnerable to the negative effects of air pollution. Finally, the result also reveals a mechanism that air pollution could worsen the stock market by depressing investors' sentiments. The above findings enrich current research related to the impact of air pollution on stock market performance and also provide a new perspective for investors to make stock investment decisions.",NA,NA,NA,Snowballing,journalArticle,10.1007/s11356-023-27446-8
